"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"489788","2009-12-02 11:55:00","48111","DOOR MAT 3 SMILEY CATS",2,6.75,13.50
"489788","2009-12-02 11:55:00","84029E","RED WOOLLY HOTTIE WHITE HEART.",2,3.75,7.50
"489788","2009-12-02 11:55:00","22175","PINK OWL SOFT TOY",3,2.95,8.85
"489788","2009-12-02 11:55:00","22112","CHOCOLATE HOT WATER BOTTLE",2,4.95,9.90
"489788","2009-12-02 11:55:00","21663","VINTAGE GLASS SUGAR CADDY",1,5.95,5.95
"489788","2009-12-02 11:55:00","21589","SWALLOW GIANT TUBE MATCHES",2,2.55,5.10
"489788","2009-12-02 11:55:00","21175","GIN + TONIC DIET METAL SIGN",2,2.10,4.20
"489788","2009-12-02 11:55:00","21166","COOK WITH WINE METAL SIGN ",1,1.95,1.95
"489788","2009-12-02 11:55:00","21163","DO NOT TOUCH MY STUFF DOOR HANGER ",1,1.45,1.45
"489788","2009-12-02 11:55:00","20886","BOX OF 9 PEBBLE CANDLES",6,1.95,11.70
"489788","2009-12-02 11:55:00","22114","HOT WATER BOTTLE TEA AND SYMPATHY",2,3.95,7.90
"489788","2009-12-02 11:55:00","84029G","KNITTED UNION FLAG HOT WATER BOTTLE",3,3.75,11.25
"489788","2009-12-02 11:55:00","22176","BLUE OWL SOFT TOY",3,2.95,8.85
"489788","2009-12-02 11:55:00","22315","200 RED + WHITE BENDY STRAWS",1,1.25,1.25
"489788","2009-12-02 11:55:00","72811","SMALL ZINC/GLASS CANDLEHOLDER",4,1.49,5.96
"489788","2009-12-02 11:55:00","22125","UNION JACK HOT WATER BOTTLE ",2,5.95,11.90
"489788","2009-12-02 11:55:00","20713","JUMBO BAG OWLS",1,1.95,1.95
"490636","2009-12-07 12:08:00","22112","CHOCOLATE HOT WATER BOTTLE",4,4.95,19.80
"490636","2009-12-07 12:08:00","22114","HOT WATER BOTTLE TEA AND SYMPATHY",4,3.95,15.80
"490636","2009-12-07 12:08:00","22119"," PEACE WOODEN BLOCK LETTERS",2,6.95,13.90
"490636","2009-12-07 12:08:00","22170","PICTURE FRAME WOOD TRIPLE PORTRAIT",1,6.75,6.75
"490636","2009-12-07 12:08:00","22175","PINK OWL SOFT TOY",5,2.95,14.75
"490636","2009-12-07 12:08:00","22176","BLUE OWL SOFT TOY",5,2.95,14.75
"490636","2009-12-07 12:08:00","22189","CREAM HEART CARD HOLDER",2,3.95,7.90
"490636","2009-12-07 12:08:00","35004S","SET OF 3 SILVER FLYING DUCKS",4,6.35,25.40
"490636","2009-12-07 12:08:00","48111","DOOR MAT 3 SMILEY CATS",4,6.75,27.00
"490636","2009-12-07 12:08:00","48188","DOOR MAT WELCOME PUPPIES",4,6.75,27.00
"490636","2009-12-07 12:08:00","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",1,2.10,2.10
