"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"496232","2010-01-29 14:21:00","16156S","WRAP PINK FAIRY CAKES ",25,0.42,10.50
"496232","2010-01-29 14:21:00","20718","RED SPOTTY SHOPPER BAG",10,1.25,12.50
"496232","2010-01-29 14:21:00","21164","HOME SWEET HOME METAL SIGN ",6,2.95,17.70
"496232","2010-01-29 14:21:00","21174","POTTERING IN THE SHED METAL SIGN",12,1.95,23.40
"496232","2010-01-29 14:21:00","21212","PACK OF 72 RETRO SPOT CAKE CASES",24,0.55,13.20
"496232","2010-01-29 14:21:00","21498","RED SPOTS  WRAP ",25,0.42,10.50
"496232","2010-01-29 14:21:00","21624","VINTAGE UNION JACK DOORSTOP",3,5.95,17.85
"496232","2010-01-29 14:21:00","21871","SAVE THE PLANET MUG",12,1.25,15.00
"496232","2010-01-29 14:21:00","21875","KINGS CHOICE MUG",12,1.25,15.00
"496232","2010-01-29 14:21:00","21911","GARDEN METAL SIGN ",12,1.65,19.80
"496232","2010-01-29 14:21:00","21936","RED/WHITE SPOT PICNIC BAG",5,2.95,14.75
"496232","2010-01-29 14:21:00","22047","EMPIRE GIFT WRAP",25,0.42,10.50
"496232","2010-01-29 14:21:00","22051","BLUE SCANDINAVIAN PAISLEY WRAP",25,0.42,10.50
"496232","2010-01-29 14:21:00","22070","SMALL RETRO SPOT MUG IN BOX  RED",3,3.75,11.25
"496232","2010-01-29 14:21:00","22071","SMALL RETRO SPOT MUG IN BOX  WHITE",3,3.75,11.25
"496232","2010-01-29 14:21:00","22090","PAPER BUNTING RETRO SPOTS",6,2.95,17.70
"496232","2010-01-29 14:21:00","22192","BLUE DINER WALL CLOCK",2,8.50,17.00
"496232","2010-01-29 14:21:00","22193","RED DINER WALL CLOCK",2,8.50,17.00
"496232","2010-01-29 14:21:00","22354","RETRO SPOT PADDED SEAT CUSHION",5,3.75,18.75
"496232","2010-01-29 14:21:00","22379","RECYCLING BAG RETROSPOT ",5,2.10,10.50
"496232","2010-01-29 14:21:00","48187","DOOR MAT NEW ENGLAND",2,6.75,13.50
"496232","2010-01-29 14:21:00","82578","KITCHEN METAL SIGN",12,0.55,6.60
"496232","2010-01-29 14:21:00","82580","BATHROOM METAL SIGN",12,0.55,6.60
"496232","2010-01-29 14:21:00","82581","TOILET METAL SIGN",12,0.55,6.60
"501552","2010-03-17 15:37:00","15056BL","EDWARDIAN PARASOL BLACK",2,5.95,11.90
"501552","2010-03-17 15:37:00","15056N","EDWARDIAN PARASOL NATURAL",4,5.95,23.80
"501552","2010-03-17 15:37:00","15060B","FAIRY CAKE DESIGN UMBRELLA",2,3.75,7.50
"501552","2010-03-17 15:37:00","21012","ANTIQUE ALL GLASS CANDLESTICK",4,2.10,8.40
"501552","2010-03-17 15:37:00","21742","LARGE ROUND WICKER PLATTER ",4,5.95,23.80
"501552","2010-03-17 15:37:00","22077","6 RIBBONS RUSTIC CHARM",6,1.65,9.90
