"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"490750","2009-12-08 07:43:00","72351A","SET/6 TURQUOISE BUTTERFLY T-LIGHTS",72,1.69,121.68
"490750","2009-12-08 07:43:00","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",72,1.69,121.68
"490750","2009-12-08 07:43:00","84985A","SET OF 72 GREEN PAPER DOILIES",48,1.45,69.60
"493930","2010-01-08 11:58:00","85104","SILVER GLASS T-LIGHT SET",48,2.95,141.60
"494026","2010-01-11 10:11:00","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",216,1.69,365.04
"496475","2010-02-01 15:40:00","72351A","SET/6 TURQUOISE BUTTERFLY T-LIGHTS",100,1.69,169.00
"496475","2010-02-01 15:40:00","84750B","BLACK SMALL GLASS CAKE STAND",36,1.95,70.20
"496475","2010-02-01 15:40:00","84985B","SET OF 72 BLACK PAPER DOILIES ",24,1.45,34.80
"496475","2010-02-01 15:40:00","84989A","75 GREEN FAIRY CAKE CASES",48,0.55,26.40
"506018","2010-04-27 11:35:00","72351A","SET/6 TURQUOISE BUTTERFLY T-LIGHTS",144,1.69,243.36
"506024","2010-04-27 11:37:00","72351A","SET/6 TURQUOISE BUTTERFLY T-LIGHTS",72,1.69,121.68
"506024","2010-04-27 11:37:00","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",144,1.69,243.36
"514509","2010-07-04 13:10:00","15056BL","EDWARDIAN PARASOL BLACK",72,4.95,356.40
"514509","2010-07-04 13:10:00","15056N","EDWARDIAN PARASOL NATURAL",108,4.95,534.60
"514509","2010-07-04 13:10:00","15056P","EDWARDIAN PARASOL PINK",72,4.95,356.40
"514509","2010-07-04 13:10:00","21068","VINTAGE BILLBOARD LOVE/HATE MUG",24,1.25,30.00
"514509","2010-07-04 13:10:00","21069","VINTAGE BILLBOARD TEA MUG",24,1.25,30.00
"514509","2010-07-04 13:10:00","21070","VINTAGE BILLBOARD MUG ",24,1.25,30.00
"514509","2010-07-04 13:10:00","21188","3D HEARTS  HONEYCOMB PAPER GARLAND",40,2.95,118.00
"514509","2010-07-04 13:10:00","21190","PINK HEARTS PAPER GARLAND",40,1.65,66.00
"514509","2010-07-04 13:10:00","21200","MULTICOLOUR HONEYCOMB PAPER GARLAND",40,1.65,66.00
"514509","2010-07-04 13:10:00","21203","BUTTERFLIES  HONEYCOMB GARLAND",40,1.65,66.00
"514509","2010-07-04 13:10:00","21210","SET OF 72 RETRO SPOT PAPER  DOILIES",24,1.45,34.80
"514509","2010-07-04 13:10:00","21212","PACK OF 72 RETRO SPOT CAKE CASES",48,0.55,26.40
"514509","2010-07-04 13:10:00","21214","SET OF 72 IVORY PAPER DOILIES",24,1.45,34.80
"514509","2010-07-04 13:10:00","21215","IVORY PAPER CUP CAKE CASES ",48,0.55,26.40
"514509","2010-07-04 13:10:00","21916","SET 12 RETRO WHITE CHALK STICKS",144,0.42,60.48
"514509","2010-07-04 13:10:00","21974","SET OF 36 PAISLEY FLOWER DOILIES",24,1.45,34.80
"514509","2010-07-04 13:10:00","21977","PACK OF 60 PINK PAISLEY CAKE CASES",48,0.55,26.40
"514509","2010-07-04 13:10:00","22084","PAPER CHAIN KIT EMPIRE",40,2.55,102.00
"514509","2010-07-04 13:10:00","22087","PAPER BUNTING WHITE LACE",40,2.55,102.00
"514509","2010-07-04 13:10:00","22088","PAPER BUNTING COLOURED LACE",40,2.55,102.00
"514509","2010-07-04 13:10:00","22089","PAPER BUNTING VINTAGE PAISLEY",40,2.55,102.00
"514509","2010-07-04 13:10:00","22131","FOOD CONTAINER SET 3 LOVE HEART ",12,1.95,23.40
"514509","2010-07-04 13:10:00","22195","LARGE HEART MEASURING SPOONS",24,1.65,39.60
"514509","2010-07-04 13:10:00","22196","SMALL HEART MEASURING SPOONS",24,0.85,20.40
"514509","2010-07-04 13:10:00","22197","SMALL POPCORN HOLDER",36,0.85,30.60
"514509","2010-07-04 13:10:00","22198","LARGE POPCORN HOLDER ",24,1.65,39.60
"514509","2010-07-04 13:10:00","22219","LOVEBIRD HANGING DECORATION WHITE ",132,0.85,112.20
"514509","2010-07-04 13:10:00","22582","PACK OF 6 SWEETIE GIFT BOXES",42,2.55,107.10
"514509","2010-07-04 13:10:00","22583","PACK OF 6 HANDBAG GIFT BOXES",42,2.55,107.10
"514509","2010-07-04 13:10:00","22584","PACK OF 6 PANNETONE GIFT BOXES",42,2.55,107.10
"514509","2010-07-04 13:10:00","22585","PACK OF 6 BIRDY GIFT TAGS",144,1.06,152.64
"514509","2010-07-04 13:10:00","48138","DOORMAT UNION FLAG",20,6.35,127.00
"514509","2010-07-04 13:10:00","48194","DOORMAT HEARTS",20,6.35,127.00
"514509","2010-07-04 13:10:00","84987","SET OF 36 TEATIME PAPER DOILIES",36,1.45,52.20
"514509","2010-07-04 13:10:00","84988","SET OF 72 PINK HEART PAPER DOILIES",24,1.45,34.80
"514509","2010-07-04 13:10:00","84991","60 TEATIME FAIRY CAKE CASES",48,0.55,26.40
"514509","2010-07-04 13:10:00","84992","72 SWEETHEART FAIRY CAKE CASES",48,0.55,26.40
"515354","2010-07-12 10:57:00","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",144,1.69,243.36
"515355","2010-07-12 10:58:00","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",72,1.69,121.68
"515457","2010-07-12 15:20:00","72351A","SET/6 TURQUOISE BUTTERFLY T-LIGHTS",50,2.10,105.00
"518079","2010-08-04 13:54:00","21974","SET OF 36 PAISLEY FLOWER DOILIES",24,1.45,34.80
"518079","2010-08-04 13:54:00","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,0.55,13.20
"518079","2010-08-04 13:54:00","22087","PAPER BUNTING WHITE LACE",80,2.95,236.00
"518079","2010-08-04 13:54:00","22089","PAPER BUNTING VINTAGE PAISLEY",40,2.95,118.00
"518079","2010-08-04 13:54:00","22198","LARGE POPCORN HOLDER ",12,1.65,19.80
"518079","2010-08-04 13:54:00","22583","PACK OF 6 HANDBAG GIFT BOXES",48,2.55,122.40
"518079","2010-08-04 13:54:00","84988","SET OF 72 PINK HEART PAPER DOILIES",48,1.45,69.60
"C536164","2010-11-30 12:09:00","15056BL","EDWARDIAN PARASOL BLACK",-65,4.95,-321.75
"C536164","2010-11-30 12:09:00","15056N","EDWARDIAN PARASOL NATURAL",-65,4.95,-321.75
"C536164","2010-11-30 12:09:00","15056P","EDWARDIAN PARASOL PINK",-60,4.95,-297.00
"C536164","2010-11-30 12:09:00","21068","VINTAGE BILLBOARD LOVE/HATE MUG",-20,1.06,-21.20
"C536164","2010-11-30 12:09:00","21069","VINTAGE BILLBOARD TEA MUG",-18,1.06,-19.08
