"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"499763","2010-03-02 13:08:00","15056BL","EDWARDIAN PARASOL BLACK",1,5.95,5.95
"499763","2010-03-02 13:08:00","15056N","EDWARDIAN PARASOL NATURAL",1,5.95,5.95
"499763","2010-03-02 13:08:00","15056P","EDWARDIAN PARASOL PINK",1,5.95,5.95
"499763","2010-03-02 13:08:00","20679","EDWARDIAN PARASOL RED",1,5.95,5.95
"499763","2010-03-02 13:08:00","20682","RED SPOTTY CHILDS UMBRELLA",1,3.25,3.25
"513774","2010-06-28 13:53:00","20685","DOORMAT RED SPOT",1,7.49,7.49
"513774","2010-06-28 13:53:00","21523","DOORMAT FANCY FONT HOME SWEET HOME",1,7.49,7.49
"513774","2010-06-28 13:53:00","21524","DOORMAT SPOTTY HOME SWEET HOME",1,7.49,7.49
"513774","2010-06-28 13:53:00","21955","DOORMAT UNION JACK GUNS AND ROSES",1,7.49,7.49
"513774","2010-06-28 13:53:00","22365","DOORMAT RESPECTABLE HOUSE",1,7.49,7.49
"513774","2010-06-28 13:53:00","22366","DOORMAT AIRMAIL ",1,7.49,7.49
"513774","2010-06-28 13:53:00","22660","DOORMAT I LOVE LONDON",1,7.49,7.49
"513774","2010-06-28 13:53:00","22687","DOORMAT CHRISTMAS VILLAGE",1,7.49,7.49
"513774","2010-06-28 13:53:00","22688","DOORMAT PEACE ON EARTH BLUE",1,7.49,7.49
"513774","2010-06-28 13:53:00","22689","DOORMAT MERRY CHRISTMAS RED ",1,7.49,7.49
"513774","2010-06-28 13:53:00","22690","DOORMAT HOME SWEET HOME BLUE ",1,7.49,7.49
"513774","2010-06-28 13:53:00","22691","DOORMAT WELCOME SUNRISE",1,7.49,7.49
"513774","2010-06-28 13:53:00","22692","DOORMAT WELCOME TO OUR HOME",1,7.49,7.49
"513774","2010-06-28 13:53:00","48111","DOORMAT 3 SMILEY CATS",1,7.49,7.49
"513774","2010-06-28 13:53:00","48138","DOORMAT UNION FLAG",1,7.49,7.49
"513774","2010-06-28 13:53:00","48173C","DOORMAT BLACK FLOCK ",1,7.49,7.49
"513774","2010-06-28 13:53:00","48185","DOORMAT FAIRY CAKE",1,7.49,7.49
"513774","2010-06-28 13:53:00","48187","DOORMAT NEW ENGLAND",1,7.49,7.49
"513774","2010-06-28 13:53:00","48188","DOORMAT WELCOME PUPPIES",1,7.49,7.49
"541431","2011-01-18 10:01:00","23166","MEDIUM CERAMIC TOP STORAGE JAR",74215,1.04,77183.60
"C541433","2011-01-18 10:17:00","23166","MEDIUM CERAMIC TOP STORAGE JAR",-74215,1.04,-77183.60
