"invoice_no","invoice_date","stock_code","description","quantity","unit_price","line_total"
"490685","2009-12-07 13:48:00","16161E","WRAP BOUDOIR ",25,0.10,2.50
"490685","2009-12-07 13:48:00","17039","INLAID WOOD INCENSE HOLDER",4,0.29,1.16
"490685","2009-12-07 13:48:00","17061","ASSORTED SHAPED STENCIL FOR HENNA",52,0.04,2.08
"490685","2009-12-07 13:48:00","17084G","MOON INCENSE",25,0.21,5.25
"490685","2009-12-07 13:48:00","17084N","FAIRY DREAMS INCENSE ",25,0.21,5.25
"490685","2009-12-07 13:48:00","17084P","DRAGONS BLOOD INCENSE",25,0.21,5.25
"490685","2009-12-07 13:48:00","18007","ESSENTIAL BALM 3.5g TIN IN ENVELOPE",16,0.18,2.88
"490685","2009-12-07 13:48:00","20676","RED SPOTTY BOWL",6,1.25,7.50
"490685","2009-12-07 13:48:00","20735","BLACK MINI TAPE MEASURE ",2,0.85,1.70
"490685","2009-12-07 13:48:00","20750"," RED/WHITE DOT MINI CASES",1,7.95,7.95
"490685","2009-12-07 13:48:00","20761","BLUE PAISLEY SKETCHBOOK",16,1.25,20.00
"490685","2009-12-07 13:48:00","20762","GREEN FERN SKETCHBOOK ",16,1.25,20.00
"490685","2009-12-07 13:48:00","20763","DAISY SKETCHBOOK ",16,1.25,20.00
"490685","2009-12-07 13:48:00","20914","SET/5 RED SPOTTY LID GLASS BOWLS",2,2.95,5.90
"490685","2009-12-07 13:48:00","20940","SET/6 GARDEN GNOME T-LIGHT CANDLES",2,2.95,5.90
"490685","2009-12-07 13:48:00","20982","12 PENCILS TALL TUBE SKULLS",24,0.85,20.40
"490685","2009-12-07 13:48:00","20983","12 PENCILS TALL TUBE RED SPOTTY",24,0.85,20.40
"490685","2009-12-07 13:48:00","21007","ETCHED GLASS DROPLET DECORATION",48,0.38,18.24
"490685","2009-12-07 13:48:00","21009","ETCHED GLASS STAR TREE DECORATION",12,1.25,15.00
"490685","2009-12-07 13:48:00","21011","GLITTER SNOW PEAR TREE DECORATION",36,0.38,13.68
"490685","2009-12-07 13:48:00","21077","SET/20 WOODLAND PAPER NAPKINS ",4,0.85,3.40
"490685","2009-12-07 13:48:00","21080","SET/20 RED SPOTTY PAPER NAPKINS ",12,0.85,10.20
"490685","2009-12-07 13:48:00","21127","COLOURFUL FISHING GNOME",2,5.95,11.90
"490685","2009-12-07 13:48:00","21130","COLOURFUL STANDING GNOME",1,3.45,3.45
"490685","2009-12-07 13:48:00","21144","PINK POODLE HANGING DECORATION ",12,1.45,17.40
"490685","2009-12-07 13:48:00","21203","BUTTERFLIES  HONEYCOMB GARLAND",3,1.65,4.95
"490685","2009-12-07 13:48:00","21204","DAISIES  HONEYCOMB GARLAND ",1,1.65,1.65
"490685","2009-12-07 13:48:00","21205","MULTICOLOUR 3D BALLS GARLAND",2,2.55,5.10
"490685","2009-12-07 13:48:00","21206","STRAWBERRY HONEYCOMB  GARLAND ",2,1.65,3.30
"490685","2009-12-07 13:48:00","21491","SET OF THREE VINTAGE GIFT WRAPS",12,1.95,23.40
"490685","2009-12-07 13:48:00","21494","ROTATING LEAVES T-LIGHT HOLDER",12,2.55,30.60
"490685","2009-12-07 13:48:00","21504","SKULLS GREETING CARD",12,0.42,5.04
"490685","2009-12-07 13:48:00","21507","ELEPHANT, BIRTHDAY CARD, ",12,0.42,5.04
"490685","2009-12-07 13:48:00","21535","RETRO SPOT SMALL MILK JUG",2,2.55,5.10
"490685","2009-12-07 13:48:00","21539","RETRO SPOTS BUTTER DISH",1,4.95,4.95
"490685","2009-12-07 13:48:00","21542","WOODLAND WATER TRANSFER TATTOOS ",22,0.85,18.70
"490685","2009-12-07 13:48:00","21544","SKULLS  WATER TRANSFER TATTOOS ",6,0.85,5.10
"490685","2009-12-07 13:48:00","21828","EIGHT PIECE SNAKE  SET",2,1.25,2.50
"490685","2009-12-07 13:48:00","21916","SET 12 RETRO WHITE CHALK STICKS",6,0.42,2.52
"490685","2009-12-07 13:48:00","21931","JUMBO STORAGE BAG SUKI",10,1.95,19.50
"490685","2009-12-07 13:48:00","22035","VINTAGE CARAVAN GREETING CARD ",12,0.42,5.04
"490685","2009-12-07 13:48:00","22086","PAPER CHAIN KIT 50'S CHRISTMAS ",6,2.95,17.70
"490685","2009-12-07 13:48:00","22111","SCOTTIE DOG HOT WATER BOTTLE",2,4.95,9.90
"490685","2009-12-07 13:48:00","22113","GREY HEART HOT WATER BOTTLE",4,3.45,13.80
"490685","2009-12-07 13:48:00","22114","HOT WATER BOTTLE TEA AND SYMPATHY",4,3.95,15.80
"490685","2009-12-07 13:48:00","22127","PARTY CONES CARNIVAL ASSORTED",6,1.25,7.50
"490685","2009-12-07 13:48:00","22133","PINK LOVE HEART SHAPE CUP",12,0.85,10.20
"490685","2009-12-07 13:48:00","22138","BAKING SET 9 PIECE RETROSPOT ",4,4.95,19.80
"490685","2009-12-07 13:48:00","22139","RETRO SPOT TEA SET CERAMIC 11 PC ",1,4.95,4.95
"490685","2009-12-07 13:48:00","22195","LARGE HEART MEASURING SPOONS",6,1.65,9.90
"490685","2009-12-07 13:48:00","22299","PIG KEYRING WITH LIGHT & SOUND ",8,1.25,10.00
"490685","2009-12-07 13:48:00","35085E","IVORY ROSE LAMPSHADE ",6,1.25,7.50
"490685","2009-12-07 13:48:00","35633B","BLUE TINSEL GARLAND ",36,0.19,6.84
"490685","2009-12-07 13:48:00","35793","S/3 PUPPIES CHRISTMAS DECORATIONS",6,2.95,17.70
"490685","2009-12-07 13:48:00","35838A","S/6 MULTICOLOUR ORNAMENETAL CANDLE",48,1.25,60.00
"490685","2009-12-07 13:48:00","40016","CHINESE DRAGON PAPER LANTERNS",12,0.42,5.04
"490685","2009-12-07 13:48:00","48129","DOOR MAT TOPIARY",1,6.75,6.75
"490685","2009-12-07 13:48:00","48197","DOOR MAT BIRD ON THE WIRE",1,6.75,6.75
"490685","2009-12-07 13:48:00","51008","AFGHAN SLIPPER SOCK PAIR",10,3.45,34.50
"490685","2009-12-07 13:48:00","72267","PREMIUM CHURCH CANDLE",4,2.10,8.40
"490685","2009-12-07 13:48:00","72598","SET/12 TAPER CANDLES",2,0.85,1.70
"490685","2009-12-07 13:48:00","72750D","F.FAIRY S/3 CANDLE/GLASS",32,1.95,62.40
"490685","2009-12-07 13:48:00","72753A","S/3 FLWR FAIRY LILLY CANDLES",16,2.10,33.60
"490685","2009-12-07 13:48:00","72753B","S/3 FLWR FAIRY LAVENDER CANDLES",16,2.10,33.60
"490685","2009-12-07 13:48:00","72753D","S/3 FLWR FAIRY SUMMER CANDLES",16,2.10,33.60
